Search performed Sat Nov 07 2020 18:54:37 GMT+0100 (hora estándar de Europa central) by Aritz Durana searchfields: sequence_type - wgs, material - compost all matches. (139 total)
PI_firstname	PI_lastname	PI_organization	PI_organization_country	aa_pid	alpha_diversity_shannon	assembled	average_gc_ratio_raw	average_length_raw	biome	biome_id	bowtie	bp_count_raw	collection_date	country	created_on	dereplicate	drisee_score_raw	env_package	env_package_id	env_package_name	env_package_type	feature	feature_id	fgs_type	file_type	filter_ambig	filter_ln	filter_ln_mult	investigation_type	job_id	latitude	library_id	library_name	location	longitude	m5nr_annotation_version	m5nr_sims_version	m5rna_annotation_version	m5rna_sims_version	material	material_id	max_ambig	metagenome_id	mixs_compliant	name	pipeline_version	prefix_length	priority	project_funding	project_id	project_name	public	rna_pid	sample_id	sample_name	screen_indexes	seq_meth	sequence_count_raw	sequence_type
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		559.010019806989	false	0.643	175.968	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	196815938	2011-10-04	Brazil	2013-10-11T20:58:30	true	0	built environment	mge137468	ZooCompost4Day15-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	106371	-23.651079	mgl137469	ZC4DAY15IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		2f8525db1a6d676d343533383733382e33	false	ZC4DAY15IQMSIPER01R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPER01R2	ZooCompost4Day15-R2	none	illumina	1118474	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		683.336497887147	false	0.818	203.523	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	509318753	2011-10-04	Brazil	2013-11-21T21:13:05	true	0	built environment	mge146135	ZooCompost4Day64-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111768	-23.651079	mgl146136	ZC4DAY64IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		5225da06436d676d343534343133352e33	false	ZC4DAY64IQMSIPER01R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY64IQMSIPER01R2	ZooCompost4Day64-R2	none	illumina	2502511	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		570.666122880463	false	0.731	208.696	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	522370093	2011-10-04	Brazil	2013-11-21T21:13:03	true	0	built environment	mge146105	ZooCompost4Day01-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111758	-23.651079	mgl146106	ZC4DAY01IQMSIPER02R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		34af3830ac6d676d343534343132352e33	false	ZC4DAY01IQMSIPER02R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER02R2	ZooCompost4Day01-R2	none	illumina	2503015	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		505.714603914411	false	1.024	155.501	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	578322773	2013-08-08	Brazil	2014-10-26T16:49:38	false	0.775	built environment	mge223706	D3mRNA_S2_L001_R2_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155091	-23.651079	mgl223707	D3mRNA_S2_L001_R2_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		7d47d8e7ea6d676d343538373435382e33	false	D3mRNA_S2_L001_R2_001	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		D3mRNA_S2_L001_R2_001	D3mRNA_S2_L001_R2_001	h_sapiens	illumina	3719083	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		581.415077062891	false	0.724	473.031	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	364908522	2011-08-30	Brazil	2014-10-26T21:16:15	true	0.184	built environment	mge223739	ZC3DAY64IQ454TIR00R0: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155100	-23.651079	mgl223740	ZC3DAY64IQ454TIR00R0	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		0c8ae4f3046d676d343538373436372e33	false	ZC3DAY64IQ454TIR00R0	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY64IQ454TIR00R0	ZC3DAY64IQ454TIR00R0	h_sapiens	454	771427	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		521.434286249477	false	0.671	169.154	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	362945113	2011-10-04	Brazil	2013-08-30T20:02:18	true	2.571	built environment	mge129884	ZooCompost3Day30-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	101628	-23.651079	mgl129885	ZC3DAY30IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		f9028afa796d676d343533333939352e33	false	ZC3DAY30IQMSIPER01R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY30IQMSIPER01R2	ZooCompost3Day30-R2	none	illumina	2145651	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		582.001032555159	false	0.663	248.973	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	616622110	2011-10-04	Brazil	2013-08-13T20:25:06	true	27.094	built environment	mge126736	ZooCompost3Day99: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	99796	-23.651079	mgl126737	ZC3DAY99IQMSIPER01R4	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		c6e6d15feb6d676d343533323136332e33	false	ZC3DAY99IQMSIPER01R4			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY99IQMSIPER01R4	ZooCompost3Day99	none	illumina	2476660	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		680.653345858563	false	0.66	239.909	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	843905016	2011-09-13	Brazil	2013-08-13T20:25:06	true	29.714	built environment	mge126733	ZooCompost3Day78: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	99795	-23.651079	mgl126734	ZC3DAY78IQMSIPER01R4	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		07b2ff23176d676d343533323136322e33	false	ZC3DAY78IQMSIPER01R4			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY78IQMSIPER01R4	ZooCompost3Day78	none	illumina	3517603	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		562.248387858758	false	0.623	191.056	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	604632559	2011-10-04	Brazil	2014-01-16T18:36:00	true	0	built environment	mge155750	ZC4DAY30IQMSIPER00R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117166	-23.651079	mgl155751	ZC4DAY30IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		a93d8948486d676d343534393533332e33	false	ZC4DAY30IQMSIPER00R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER00R1	ZC4DAY30IQMSIPER00R1	h_sapiens_asm	illumina	3164693	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		17.848935802282	false	1.155	157.422	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	834595950	2013-09-04	Brazil	2014-06-30T20:30:59	true	0.524	built environment	mge191520	ZCTH0001IQMSIPER00R2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	137730	-23.651079	mgl191521	ZCTH0001IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		a92deddd0a6d676d343537303039372e33	false	ZCTH0001IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZCTH0001IQMSIPER00R2	ZCTH0001IQMSIPER00R2	h_sapiens_asm	illumina	5301632	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		410.684530030927	false	1.015	154.944	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	567395234	2013-08-06	Brazil	2014-10-26T16:49:37	false	1.012	built environment	mge223700	D1mRNA_S1_L001_R2_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155089	-23.651079	mgl223701	D1mRNA_S1_L001_R2_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		3656c1b6fe6d676d343538373435362e33	false	D1mRNA_S1_L001_R2_001	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		D1mRNA_S1_L001_R2_001	D1mRNA_S1_L001_R2_001	h_sapiens	illumina	3661931	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		625.665410096416	false	0.596	171.303	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1425844996	2011-10-04	Brazil	2014-05-21T20:33:33	true	0	built environment	mge182588	ZC4-DAY-99-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	132947	-23.651079	mgl182589	ZC4DAY99IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		cb75cbf3fc6d676d343536353331342e33	false	ZC4DAY99IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY99IQMSIPER00R2	ZC4-DAY-99-PAIR-2	h_sapiens_asm	illumina	8323524	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		649.543040458169	false	0.707	186.418	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	780144253	2011-10-04	Brazil	2014-03-22T03:02:21	true	0	built environment	mge167593	ZC4-DAY-67-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124038	-23.651079	mgl167594	ZC4DAY67IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		1f19f8e0356d676d343535363430352e33	false	ZC4DAY67IQMSIPER00R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY67IQMSIPER00R1	ZC4-DAY-67-PAIR-1	none	illumina	4184919	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		636.287890570162	false	0.705	183.865	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	276652883	2011-10-04	Brazil	2013-11-21T21:13:05	true	0	built environment	mge146138	ZooCompost4Day67-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111769	-23.651079	mgl146139	ZC4DAY67IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		7281f7cb8a6d676d343534343133362e33	false	ZC4DAY67IQMSIPER01R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY67IQMSIPER01R1	ZooCompost4Day67-R1	none	illumina	1504649	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		510.408276128893	false	0.628	223.512	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	554570582	2011-10-04	Brazil	2014-01-16T18:35:59	true	0	built environment	mge155735	ZC4DAY03IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117161	-23.651079	mgl155736	ZC4DAY03IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		5124c844a66d676d343534393532382e33	false	ZC4DAY03IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY03IQMSIPER00R2	ZC4DAY03IQMSIPER00R2	h_sapiens_asm	illumina	2481164	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		615.553693836709	false	0.676	222.902	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	483627716	2011-10-04	Brazil	2013-08-30T20:02:18	true	0	built environment	mge129893	ZooCompost3Day78-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	101627	-23.651079	mgl129894	ZC3DAY78IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		729de9b2396d676d343533333939342e33	false	ZC3DAY78IQMSIPER01R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY78IQMSIPER01R1	ZooCompost3Day78-R1	none	illumina	2169689	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		610.926351152141	false	0.67	229.499	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	346464910	2011-10-04	Brazil	2013-08-21T20:00:35	true	4.316	built environment	mge127273	ZooCompost3Day99-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	100336	-23.651079	mgl127274	ZC3DAY99IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		64706f44d86d676d343533323730332e33	false	ZC3DAY99IQMSIPER01R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY99IQMSIPER01R2	ZooCompost3Day99-R2	none	illumina	1509658	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		580.378159760305	false	0.74	206.246	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	847037450	2011-10-04	Brazil	2014-03-22T03:02:19	true	0	built environment	mge167566	ZC4-DAY-01-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124029	-23.651079	mgl167567	ZC4DAY01IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		975fb450076d676d343535363339362e33	false	ZC4DAY01IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER00R2	ZC4-DAY-01-PAIR-2	none	illumina	4106932	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		548.092752828329	false	0.629	198.784	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	959515824	2011-10-04	Brazil	2014-03-22T03:02:20	true	0	built environment	mge167584	ZC4-DAY-30-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124035	-23.651079	mgl167585	ZC4DAY30IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		ae022f24c76d676d343535363430322e33	false	ZC4DAY30IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY30IQMSIPER00R2	ZC4-DAY-30-PAIR-2	none	illumina	4826932	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		552.737631769613	false	0.651	177.925	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1284501925	2011-10-04	Brazil	2014-08-20T21:16:52	true	0	built environment	mge203807	ZC4-DAY-15-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	144770	-23.651079	mgl203808	ZC4DAY15IQMSIPERXXR2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		bf91d841c06d676d343537373133372e33	false	ZC4DAY15IQMSIPERXXR2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPERXXR2	ZC4-DAY-15-PAIR-2	h_sapiens_asm	illumina	7219360	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		444.031387398159	false	1.049	114.42	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	2003980329	2013-10-13	Brazil	2014-12-15T21:06:51	false	1.455	built environment	mge246176	ZC4-RNAD-64-MHSI-PE-R1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	172565	-23.651079	mgl246177	ZC4RNAD64MHSIPER1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		707300a6756d676d343630343933322e33	false	ZC4RNAD64MHSIPER1	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4RNAD64MHSIPER1	ZC4-RNAD-64-MHSI-PE-R1	h_sapiens	illumina	17514259	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		480.400760167742	false	0.629	227.386	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	502897664	2011-10-04	Brazil	2013-11-21T21:13:03	true	0	built environment	mge146108	ZooCompost4Day03-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111759	-23.651079	mgl146109	ZC4DAY03IQMSIPER02R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		69a07986706d676d343534343132362e33	false	ZC4DAY03IQMSIPER02R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY03IQMSIPER02R1	ZooCompost4Day03-R1	none	illumina	2211644	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		572.718281719768	false	0.732	208.391	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	521604877	2011-10-04	Brazil	2013-11-21T21:13:03	true	0	built environment	mge146102	ZooCompost4Day01-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	111757	-23.651079	mgl146103	ZC4DAY01IQMSIPER02R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		a432d89fce6d676d343534343132342e33	false	ZC4DAY01IQMSIPER02R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY01IQMSIPER02R1	ZooCompost4Day01-R1	none	illumina	2503015	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		568.508861567605	false	0.617	158.889	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	839783973	2011-10-04	Brazil	2014-03-22T03:02:21	true	0	built environment	mge167599	ZC4-DAY-78-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124040	-23.651079	mgl167600	ZC4DAY78IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		f936bd3e886d676d343535363430372e33	false	ZC4DAY78IQMSIPER00R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY78IQMSIPER00R1	ZC4-DAY-78-PAIR-1	none	illumina	5285343	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		414.612568241558	false	0.831	159.577	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	599142755	2013-08-12	Brazil	2014-10-26T16:49:39	false	0.617	built environment	mge223709	D7mRNA_S3_L001_R1_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155096	-23.651079	mgl223710	D7mRNA_S3_L001_R1_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		d45d0fe9c16d676d343538373436332e33	false	D7mRNA_S3_L001_R1_001	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		D7mRNA_S3_L001_R1_001	D7mRNA_S3_L001_R1_001	h_sapiens	illumina	3754578	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		497.07350942627	false	0.997	153.614	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	571301371	2013-08-08	Brazil	2014-10-26T16:49:38	false	0.752	built environment	mge223703	D3mRNA_S2_L001_R1_001: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155090	-23.651079	mgl223704	D3mRNA_S2_L001_R1_001	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		4f691cd2886d676d343538373435372e33	false	D3mRNA_S2_L001_R1_001	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		D3mRNA_S2_L001_R1_001	D3mRNA_S2_L001_R1_001	h_sapiens	illumina	3719083	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		544.766039585506	false	0.693	455.062	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	323585594	2011-10-04	Brazil	2014-10-26T21:16:16	true	0.564	built environment	mge223745	ZC3DAY99IQ454TIR00R0: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155102	-23.651079	mgl223746	ZC3DAY99IQ454TIR00R0	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		f8b55f8b086d676d343538373436392e33	false	ZC3DAY99IQ454TIR00R0	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY99IQ454TIR00R0	ZC3DAY99IQ454TIR00R0	h_sapiens	454	711081	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		549.78731405316	false	0.645	175.051	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	195789990	2011-10-04	Brazil	2013-10-11T20:58:29	true	0	built environment	mge137465	ZooCompost4Day15-R1: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	106367	-23.651079	mgl137466	ZC4DAY15IQMSIPER01R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		deadb317196d676d343533383733342e33	false	ZC4DAY15IQMSIPER01R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY15IQMSIPER01R1	ZooCompost4Day15-R1	none	illumina	1118474	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		178.571810144084	false	0.539	163.993	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	188770191	2011-10-04	Brazil	2013-10-11T20:58:31	true	0	built environment	mge137486	ZooCompost4Day00-R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	106372	-23.651079	mgl137487	ZC4DAY00IQMSIPER01R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		a27ffac37e6d676d343533383733392e33	false	ZC4DAY00IQMSIPER01R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY00IQMSIPER01R2	ZooCompost4Day00-R2	none	illumina	1151088	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		528.748280318789	false	0.694	180.584	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	822843148	2011-10-04	Brazil	2014-01-16T18:35:59	true	0	built environment	mge155741	ZC4DAY07IQMSIPER00R2: built environment	built environment	Zoological garden	ENVO:00010625		fastq	false	false		metagenome	117163	-23.651079	mgl155742	ZC4DAY07IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		8597e321286d676d343534393533302e33	false	ZC4DAY07IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY07IQMSIPER00R2	ZC4DAY07IQMSIPER00R2	h_sapiens_asm	illumina	4556562	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		633.367628410741	false	0.597	170.514	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1419273396	2011-10-04	Brazil	2014-05-21T20:33:33	true	0	built environment	mge182585	ZC4-DAY-99-PAIR-1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	132946	-23.651079	mgl182586	ZC4DAY99IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		cc3ebc12436d676d343536353331332e33	false	ZC4DAY99IQMSIPER00R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY99IQMSIPER00R1	ZC4-DAY-99-PAIR-1	h_sapiens_asm	illumina	8323524	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		685.135402285763	false	0.818	205.768	Subtropical and temperate rainforests or woodlands	ENVO:00002991	false	1488632533	2011-10-04	Brazil	2014-03-22T03:02:20	true	0	built environment	mge167590	ZC4-DAY-64-PAIR-2: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	124037	-23.651079	mgl167591	ZC4DAY64IQMSIPER00R2	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		026abf938d6d676d343535363430342e33	false	ZC4DAY64IQMSIPER00R2			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4DAY64IQMSIPER00R2	ZC4-DAY-64-PAIR-2	none	illumina	7234535	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		18.3376326835417	false	1.148	155.559	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	824718822	2013-09-04	Brazil	2014-06-30T20:30:59	true	0.38	built environment	mge191517	ZCTH0001IQMSIPER00R1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	137729	-23.651079	mgl191518	ZCTH0001IQMSIPER00R1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		9b8db4288c6d676d343537303039362e33	false	ZCTH0001IQMSIPER00R1			date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZCTH0001IQMSIPER00R1	ZCTH0001IQMSIPER00R1	h_sapiens_asm	illumina	5301632	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		385.431734472421	false	0.826	113.622	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	1361011000	2013-08-13	Brazil	2014-12-15T21:06:50	false	1.305	built environment	mge246164	ZC4-RNAD-15-MHSI-PE-R1: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	172561	-23.651079	mgl246165	ZC4RNAD15MHSIPER1	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		5b1367005a6d676d343630343932382e33	false	ZC4RNAD15MHSIPER1	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC4RNAD15MHSIPER1	ZC4-RNAD-15-MHSI-PE-R1	h_sapiens	illumina	11978457	WGS
João	Setubal	Instituto de Quimica, Universidade de Sao Paulo	Brazil		560.961024883046	false	1.109	441.052	Subtropical and temperate rainforests or woodlands	ENVO:00002991	true	229379927	2011-06-28	Brazil	2014-10-26T21:16:13	true		built environment	mge223733	ZC3DAY01IQ454TIR00R0: built environment	built environment	zoological garden	ENVO:00010625		fastq	false	false		metagenome	155098	-23.651079	mgl223734	ZC3DAY01IQ454TIR00R0	Sao Paulo Zoo Park	-46.620668	1	7	1	7	compost	ENVO:00002170		40a4295d966d676d343538373436352e33	false	ZC3DAY01IQ454TIR00R0	3.5		date	FAPESP, CNPq, CAPES	mgp5435	Sao Paulo Zoo Composting Study	true		ZC3DAY01IQ454TIR00R0	ZC3DAY01IQ454TIR00R0	h_sapiens	454	520074	WGS
